"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message";"from"
"0";"1";"None";"181375448581167";"seed";"";"None";"None";"";"";"";"";"";""
"1";"2";"1";"181375448581167_269310084612254";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Premierul României, Florin Cîţu, în direct la Radio Europa FM.";"2021-01-19T16:17:02+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"3";"1";"181375448581167_3892383224147019";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Premierul Florin Cîţu: ”Banca Mondială CONFIRMĂ: măsurile pe care le-am luat în contextul pandemiei COVID-19 clasează România în topul țărilor cu cele mai multe și aplicate măsuri din lume. Cele mai importante și de succes măsuri luate în România au fost: amânarea ratelor bancare, IMM Invest, suspendarea executărilor silite prin poprire, eliminarea dobânzilor și penalitățile de întârziere, prorogarea termenului pentru restructurarea obligațiilor bugetare, derogarea de la plata impozitului pe profit, amânarea la plata pentru serviciile de utilități pentru IMM-uri, prorogarea termenului de plată pentru impozitul pe clădiri, terenuri și mijloace de transport. Banca Mondială a analizat un număr de 154 de țări și un total de peste 3000 de măsuri financiare luate de către acestea în contextul pandemiei. Analiza concluzionează că România, alături de țări precum SUA, Germania, Franța sau Australia, a avut cel mai ridicat nivel de activitate, ca număr și aplicabilitate, la nivelul măsurilor financiare adoptate ca răspuns la criza provocată de COVID-19. ”";"2021-01-19T15:46:33+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"4";"1";"181375448581167_3892371344148207";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Premierul Florin Cîţu: ”Astăzi, împreună cu ministrul dezvoltării, lucrărilor publice și administrației, Attila Cseke, am avut consultări cu reprezentanții Asociației Municipiilor din România. Am subliniat că proiectul de buget pe 2021 va reflecta nevoile de finanțare ale autorităților locale și va ține cont de un principiu de bază: cheltuirea eficientă, performantă și transparentă a banului public. Am discutat și despre modalității de gestionare a situației provocate de pandemia COVID-19 și a procesului de vaccinare a populației împotriva acestui virus. Am agreat, de principiu, modificări legislative care să asigure finanțarea și să faciliteze amenajarea și dotarea centrelor de vaccinare organizate la nivel local.”";"2021-01-19T15:40:44+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"5";"1";"181375448581167_3892329664152375";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Președintele Klaus Iohannis: ”Am vizitat astăzi cel mai mare centru de vaccinare, amenajat în București, la Romexpo, unde vor putea fi administrate până la 4.000 de doze pe zi. Sunt bucuros că foarte multă lume dorește să se vaccineze, este o schimbare de atitudine pe care o salut. În săptămânile și lunile următoare, vor veni din ce în ce mai multe doze de vaccin, iar tot mai mulți români vor beneficia efectiv de campania de imunizare. Însă atrag din nou atenția: vaccinarea singură nu rezolvă pandemia! Ne dorim cu toții să ne întoarcem cât se poate de repede la o viață normală, dar acest lucru este posibil doar dacă respectăm restricțiile și dacă 60-70% din populație este vaccinată. Dacă facem lucrurile așa cum trebuie, putem deja în această vară să stopăm epidemia de COVID-19.”";"2021-01-19T15:19:56+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"6";"1";"181375448581167_3693062070772619";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"RO Vaccinare-Conferință de presă susținută de președintele Comitetului național de coordonare a activităților privind vaccinarea împotriva SARS-CoV-2 (CNCAV), Valeriu Gheorghiță  Participă secretarul de stat în Ministerul Sănătății și vicepreședinte CNCAV Andrei Baciu, directorul Centrului Național de Supraveghere și Control al Bolilor Transmisibile din cadrul INSP, Adriana Pistol, și doctorul Călin Alexandru, Departamentul pentru Situații de Urgență";"2021-01-19T13:31:30+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"7";"1";"181375448581167_3891737177544957";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"ℹ️ Președintele Camerei Deputaților, Ludovic Orban, s-a vaccinat împotriva COVID-19, în cea de-a doua etapă a campaniei, la Spitalul Universitar de Urgență Militar ”Dr. Carol Davila”.  Ludovic Orban: ”Am luat decizia de a mă vaccina, în special cu obiectivul de a arăta românilor că trebuie să aibă încredere în vaccin, că nu există niciun risc în procesul de vaccinare. Vaccinarea cetăţenilor români reprezintă singura cale pentru a reveni la o viaţă normală și pentru a putea relua procesul de creştere economică. Cred că această campanie de vaccinare este fundamentală pentru evoluţia ulterioară a societăţii româneşti şi a economiei.   Apreciez solidaritatea în abordarea campaniei de vaccinare la nivel european. Comisia Europeană s-a implicat extrem de serios pentru a susţine procesul de vaccinare în toate ţările Uniunii Europene. Deja există două vaccinuri aprobate, cantitatea de vaccinuri disponibilă pentru România va creşte în timp. De asemenea, capacitatea, infrastructura, logistica necesară va permite vaccinarea unui număr din ce în ce mai mare de cetăţeni români astfel încât într-un timp cât mai scurt să reuşim să învingem pandemia.”";"2021-01-19T10:21:23+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"8";"1";"181375448581167_162103648747875";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Declarații de presă susținute de Președintele României, Klaus Iohannis, după vizitarea centrelor de vaccinare de la Romexpo-București";"2021-01-19T10:12:31+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"9";"1";"181375448581167_3891559637562711";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Siegfried Muresan, europarlamentar #PNL și vicepreședinte al #PPE: ""M-am întâlnit împreună cu președintele Comisiei pentru afaceri externe din Parlamentul European, David McAllister, cu președinta Republicii Moldova, Maia Sandu.   Maia Sandu reușește în prima lună de mandat ceea ce Igor Dodon nu a reușit în 4 ani - este primită de cei mai importanți lideri ai instituțiilor europene:  - președinta Comisiei Europene, Ursula von der Leyen;  - președintele Consiliului European, Charles Michel; - președintele Parlamentului European, David Sassoli; - Înaltul Reprezentat al Uniunii Europene pentru Afaceri Externe și Politica de Securitate, Josep Borell Fontelles; - și mulți comisari europeni.  Faptul că Republica Moldova este condusă astăzi de o președintă care se bucură de încredere la nivelul partenerilor internaționali înseamnă un avantaj și beneficii concrete pentru toți cetățenii Republicii Moldova.   În plus, Maia Sandu va fi primită astăzi de Regele Philippe al Belgiei și de prim-ministrul Belgiei, Alexander de Croo. Acest lucru înseamnă întărirea relațiilor bilaterale dintre Republica Moldova și Regatul Belgiei. Relațiile bilaterale strânse pe care Maia Sandu reușește să le obțină sunt în interesul cetățenilor Republicii Moldova, mai ales al oamenilor care trăiesc în diasporă.""";"2021-01-19T08:43:29+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"10";"1";"181375448581167_1004036270120874";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Declarații de presă susținute de Președintele Camerei Deputaților, Ludovic Orban, de la Spitalul Universitar de Urgență Militar ”Dr. Carol Davila";"2021-01-19T08:26:05+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"11";"1";"181375448581167_1561653494038523";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Președintele Camerei Deputaților, Ludovic Orban, se vaccineaza împotriva COVID-19, în cea de-a doua etapă a campaniei, la Spitalul Universitar de Urgență Militar ”Dr. Carol Davila";"2021-01-19T07:55:58+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"12";"1";"181375448581167_3891750727543602";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Premierul Florin Cîţu a avut astăzi o rundă de consultări cu reprezentanții Uniunii Naționale a Consiliilor Județene din România (UNCJR), în perspectiva adoptării de către Guvern a proiectului de buget pe anul 2021, dar și pentru asigurarea sustenabilității cheltuielilor publice pe termen lung. Au fost aduse în discuție principalele probleme cu care se confruntă administrația locală în ceea ce privește bugetele proprii și au fost avansate mai multe soluții, care urmează să fie convenite cu guvernul. Șeful Executivului a subliniat necesitatea existenței unor principii la baza construcției bugetelor locale, pentru transparență și predictibilitate, care să includă destinații clare ale fondurilor și standarde de cost stabilite pragmatic. Reforma în administrația locală, pentru cheltuirea judicioasă a banilor publici și pentru a fi generată dezvoltare, a fost de asemenea abordată în context, ca temă de reflecție pentru găsirea unei formule optime, în parteneriat cu guvernul. La reuniune a mai participat, din partea Guvernului, ministrul dezvoltării, lucrărilor publice și administrației, Cseke Attila.";"2021-01-19T10:27:32+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"13";"1";"181375448581167_826446651533682";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Declarații de presă susținute de premierul Florin Cîțu la Spitalul Universitar de Urgență Militar Central”Dr. Carol Davila”";"2021-01-16T10:22:52+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"14";"1";"181375448581167_2844685155800610";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Premierul Florin Cîțu se vaccinează anti-Covid-19, la Spitalul Universitar de Urgență Militar Central ”Dr. Carol Davila”";"2021-01-16T09:54:32+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"15";"1";"181375448581167_231590555206559";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Ministrul Educației și Cercetării, Sorin Mihai Cîmpeanu, în direct la Digi24.";"2021-01-15T20:30:31+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"16";"1";"181375448581167_1755087208004957";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Ministrul Educației și Cercetării, Sorin Mihai Cîmpeanu, în direct la Realitatea Plus.";"2021-01-15T19:05:52+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"17";"1";"181375448581167_459553775239814";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Bogdan Gheorghiu, Ministrul Culturii, cu ocazia Zilei Culturii Naționale, la TVR 1, în cadrul Telejurnalului";"2021-01-15T18:32:02+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"18";"1";"181375448581167_1428758647333011";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Ziua Culturii Naţionale sărbătorită la Televiziunea Română: axa Suceava-Alba Iulia-Chişinău.";"2021-01-15T15:00:24+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"19";"1";"181375448581167_3881264295258912";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Raluca Turcan, ministrul Muncii și Protecției Sociale: ” Optica privind ajutoarele sociale ar trebui schimbată, iar viziunea liberală este sprijin ţintit pentru cei vulnerabili şi încurajarea muncii pentru cei care pot să meargă la muncă. Acordarea ajutorului social presupune că, în urma unei anchete, trebuie verificate veniturile persoanei respective, dacă are imobil şi alte bunuri şi dacă a refuzat un loc de muncă, dacă se poate încadra. În mod normal, această verificare ar trebui să se producă undeva la 6 luni. Din nefericire, aici se produce o ruptură, în sensul în care anchetele sociale se fac la nivel de autorităţi locale. Unele autorităţi locale îşi iau în serios misiunea de a-i îndemna să depună şi muncă în folosul comunităţii, să-şi caute în continuare un loc de muncă. Alţii se complac, pentru că ţinându-i pe oameni oarecum în sărăcie îi ţii şi într-un soi de dependenţă. Am făcut un plan de acţiune cu echipa din Ministerul Muncii şi anume, prin Agenţiile Judeţene de Plăţi şi Inspecţie Socială, să fie demarate inspecţii şi campanii în teritoriu, astfel încât să se vadă dacă printre beneficiarii de venit minim garantat sau de ajutor pentru sprijinirea familiei, sunt într-adevăr persoane care au deschiderea să-şi caute loc de muncă în continuare sau se complac în acea formă de sprijin. Ne propunem ca toate formele de sprijin să fie integrate. Adică un om care este într-o situaţie vulnerabilă să primească pachete integrate de sprijin, şi pentru copii, şi educaţionale, şi sanitare şi de consiliere, şi de îndrumare, dacă pot, spre piaţa muncii. Şi să ai o evidenţă a acestor pachete sociale, pentru că, din nefericire, avem persoane care beneficiază de ajutor social, de venit minim garantat, beneficiază şi de ajutor pentru sprijinirea familiei, au şi alocaţii pentru copii, au şi ajutor pentru încălzire. Am făcut o evaluare şi există cumul chiar de 6-7 beneficii de la stat fără să ai totuşi dovada că omul respectiv nu se complace în acest soi de abundenţă de beneficii în loc să intre pe piaţa muncii şi să se străduiască, aşa cum se străduiesc milioane de oameni în România. ”";"2021-01-15T13:21:32+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"20";"1";"181375448581167_3881096601942348";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Bogdan Gheorghiu, ministrul Culturii: ”📍 Anul trecut a fost un an cu multe provocări în domeniul cultural. Imposibilitatea desfășurării evenimentelor, de a socializa așa cum eram obișnuiți, de a vizita locuri și obiective culturale ne-a afectat în mod semnificativ și ne-a reamintit cât de importantă este cultura în viața noastră. Sărbătorim altfel anul acesta Ziua Culturii Naționale, dar continuăm iniţiativa începută în 2020, în timpul primului meu mandat și aprindem „Flacăra Culturii”, în mod simbolic, în toată țara, prin proiecții luminoase pe clădiri de importanță locală și națională, la ora 18:00, în 17 oraşe care s-au alăturat acestui demers.”";"2021-01-15T12:01:16+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"21";"1";"181375448581167_3880875798631095";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"ℹ️ Președintele Klaus Iohannis s-a vaccinat la Centrul de vaccinare împotriva COVID-19, din cadrul Spitalului Universitar de Urgență Militar Central „Dr. Carol Davila”  Klaus Iohannis: ”M-am vaccinat astăzi împotriva COVID-19. Procedura este simplă, nu doare, iar vaccinul este sigur și eficient. Recomand tuturor vaccinarea, care, împreună cu respectarea măsurilor de restricție, ne vor scoate din pandemie.”";"2021-01-15T10:15:00+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"22";"1";"181375448581167_3881106921941316";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Violeta Alexandru, membru în comisia pentru muncă şi protecţie socială a Camerei Deputaților: ”Pensiile sunt prima temă cu care mă abordează oamenii - pentru că nu înțeleg încă ce formulă se va folosi pentru recalculare. Aici comunicarea va face diferența și știu că se va întâmpla. Am terminat primele audiențe cu cetățenii. Pur și simplu, îmi place să stau de vorbă cu oamenii. Extraordinar de util îmi este.  Din faptul că acești oameni au rezerve față de corectitudinea calculului pensiei lor (pe care cel mai adesea o compară cu cea a unui coleg/vecin) cel puțin un lucru îmi este clar. Sistemul nostru public (casele de pensii) nu face un efort vizibil de comunicare cu oamenii. Nu consideră că răspunsul la întrebări sau oferirea de informații clarificatoare ar fi o datorie profesională. Ba unii dintre ei, iar oamenii îmi aduc exemple, au căpătat o aroganță de nedescris. Prima schimbare pe care o văd necesară este schimbarea de atitudine a angajaților din casele de pensii. Casele de pensii unde am văzut mergând lucrurile bine trebuie să le inspire pe celelalte. Oamenii chiar au nevoie de răbdare, de explicații clare. Să fie tratați cu respect.”";"2021-01-15T12:04:45+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"23";"1";"181375448581167_416897856291647";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Declarații de presă susținute de președintele Klaus Iohannis, după vaccinarea împotriva COVID-19";"2021-01-15T08:22:26+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"24";"1";"181375448581167_3880666515318690";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Președintele Romaniei, Klaus Iohannis, se vaccinează la Centrul de vaccinare împotriva COVID-19, din cadrul Spitalului Universitar de Urgență Militar Central „Dr. Carol Davila”";"2021-01-15T08:25:16+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"25";"1";"181375448581167_415623646218988";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Ministrul Muncii şi Protecţiei Sociale, Raluca Turcan, în direct la Antena 3.";"2021-01-14T19:59:09+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"26";"1";"181375448581167_397971738132956";"data";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"Despre anunțul redeschiderii școlilor, în format clasic, făcut de președintele Klaus Iohannis.";"2021-01-14T19:30:16+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"27";"1";"181375448581167";"offcut";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"";"";"";"";"";""
"1";"28";"1";"181375448581167";"headers";"fetched (200)";"2021-01-20 10:23:46.648939";"Facebook:/<page-id>/posts";"";"";"";"";"";""
"1";"29";"1";"181375448581167_3878471588871516";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"Virgil Popescu, ministrul Energiei: ”Vreau să dau asigurări că nu vor fi probleme, chiar dacă se anunță temperaturi scăzute în următoarele zile. Astăzi s-a organizat ședința Comandamentului de Iarnă format din reprezentanții instituțiilor și autorităților publice competente în domeniul energiei, precum și ai operatorilor economici din sectorul energiei electrice și al gazelor naturale. Sistemul Energetic Național funcționează în parametri și nu are sincope. Nu se întrevăd probleme în asigurarea consumului de gaze naturale și de energie electrică iar autoritățile sunt pregătite să ofere soluții în cazul în care ar apărea situații neprevăzute.”";"2021-01-14T13:23:41+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"30";"1";"181375448581167_3876607595724582";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"↗️ Andrei Baciu, secretar de stat în Ministerul Sănătăţii - România: “🆕🔝 Al doilea vaccin aprobat, Moderna a sosit in România. Prima tranșă, de 14.000 de doze de vaccin Moderna, au intrat în România prin punctul de trecere al frontierei Nădlac 2, iar în această dimineață au ajuns la Institutul Național de Cercetare–Dezvoltare Medico–Militară „Cantacuzino”, urmând ca în perioada următoare să fie distribuite în centrele regionale și de vaccinare.  ↗️ Din 15 ianuarie, începe a doua etapă a Strategiei de vaccinare.  În momentul de față, se administrează vaccin anti-covid în circa 235 de centre destinate unităților medicale, lucrătorilor din sistemul medical și social.   ↗️ În cadrul celei de-a doua etape de vaccinare, vor lua parte: persoanele cu vârsta de peste 65 de ani; persoanele cu boli cronice, indiferent de vârstă, diagnosticate cu diabet zaharat, cu obezitate, boli cardiovasculare cronice, boli cronice renale, boli pulmonare cronice, persoane cu afecțiuni oncologice, boli autoimune, persoanele cu imunodepresii, inclusiv persoanele cu infecție HIV/SIDA; persoanele care desfășoară activități în domenii-cheie, esențiale.”  #CampaniaDeVaccinareContinuă #România #RoVaccinare";"2021-01-13T20:05:56+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"31";"1";"181375448581167_469334977789459";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"🎙️ Despre realitățile anului școlar, pierderile înregistrate de sistem, măsurile remediale cu aplicabilitate imediată, dar și informații legate de accesul elevilor la învățământul online. 🔛 Toate aceste subiecte, dar și altele, dezbătute acum, alături de jurnalistul Radu Tudor, pe Antena 3.";"2021-01-13T20:02:06+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"32";"1";"181375448581167_404811167475706";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"Ministrul Muncii şi Protecţiei Sociale, Raluca Turcan, în direct la Realitatea Plus.";"2021-01-13T19:01:24+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"33";"1";"181375448581167_3876103292441679";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"Născut pe 13 ianuarie 1866, Constantin I. C. Brătianu, cunoscut drept Dinu Brătianu, a fost un om politic important, membru al „dinastiei Brătienilor”, ca fiu al lui Ion C. Brătianu. A deținut funcțiile de ministru și deputat, iar în ultima parte a vieții sale a fost președinte al Partidului Național Liberal.   Dinu Brătianu a fost, ca mulți alți reprezentanți ai principiilor democratice, victimă a regimului comunist. La vârsta de 84 de ani, a fost arestat fără nici un fel de judecată. În noaptea de 5 spre 6 mai 1950, a fost arestat și transportat la închisoarea din Sighet, acolo unde a murit la scurt timp. Este înmormântat în Cimitirul Săracilor.   Tinerii politicieni au nevoie de repere, iar liberalii care n-au cedat în fața comunismului sunt cele mai potrivite exemple pentru noile generații!";"2021-01-13T16:00:41+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"34";"1";"181375448581167_3875812839137391";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"Raluca Turcan, Ministrul Muncii și Protecției Sociale: ✅ Hotărârea care stabilește nivelul salariului minim garantat în plată pentru 2021 la 2300 lei a fost aprobată astăzi în ședința de Guvern. Față de anul trecut, creșterea este de 3,1% (de la 2 230 lei), adică de 70 de lei în sumă brută. Am ajuns la această decizie în încercarea de a găsi o cale de mijloc, realistă și corectă, între punctele de vedere divergente ale patronatelor și sindicatelor. Astfel, în cursul consultărilor, patronatele solicitaseră înghețarea salariului minim în 2021, iar sindicatele propuseseră o creștere până la 2 400 lei. ✅ Ne propunem ca, pe parcursul acestui an, să definitivăm un cadru legislativ stabil și predictibil pentru stabilirea salariului minim. Am avut deja o primă serie de discuții pe acest subiect cu partenerii sociali, iar obiectivul nostru comun rămâne acela de a încheia un acord, până la jumătatea acestui an, pentru a definitiva formula de creștere a salariului minim pentru o perioadă de cel puțin patru ani.";"2021-01-13T13:45:36+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"35";"1";"181375448581167_815975108965715";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"Briefing de presă susținut de premierul Florin Cîțu la finalul ședinței de guvern din 13 ianuarie #FlorinCitu #SedintadeGuvern #PalatulVictoria";"2021-01-13T12:14:54+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
"1";"36";"1";"181375448581167_3875609872491021";"data";"fetched (200)";"2021-01-20 10:26:55.022894";"Facebook:/<page-id>/posts";"ℹ️ Cosmin Marinescu, consilier prezidențial pe probleme de politici economice și sociale, a conceput un studiu comparativ privind rezultatele economice ale țărilor Uniunii Europene, în ultimii 15 ani, când lumea s-a confruntat cu 2 crize economice. Perioada de timp luată în considerare este 2007 – 2021, adică de la începutul prezenței României în UE. Studiul conține și o serie de concluzii relevante pentru România în privinta deciziilor de politica economică.  Cozmin Marinescu: ” Odată cu atenuarea crizei sanitare, perspectivele economice vor reveni și ele în teritoriu pozitiv, iar vârful dezechilibrelor bugetare din 2020 va fi resorbit în mod progresiv, în condiții de revenire a creșterii economice, cel mai probabil începând cu trimestrul 2 al anului 2021. Cu toate acestea, rămân o serie de provocări. •  Chiar dacă România nu a înregistrat o revenire în V, potrivit definiției de manual bazată pe dinamica trimestrială, în 2021 există premise bune pentru o creștere economică de peste 4%, conform estimărilor actuale, iar în 2022 vom putea reveni la nivelul economic de dinaintea crizei-corona. • Date fiind diferențele definitorii – la nivel de cauze și manifestări economice – între criza-corona și criza financiară de acum un deceniu, putem estima refacerea relativ mai rapidă a situației finanțelor publice, iar eforturile de consolidare fiscală vor trebui să fie mai puțin apăsătoare, ca ajustări bugetare și costuri sociale. • În planul deciziei de politică economică și în legătură cu nevoia de consolidare fiscală, o abordare de tip „wait and see” poate căpăta sens, cel puțin în privința incertitudinilor sanitare care influențează puternic sentimentul economic. • Însă reformele structurale și consolidarea fiscală nu mai pot fi amânate, deoarece România are de recuperat derapaje istorice, premergătoare crizei COVID-19, și care nu pot fi rostogolite la nesfârșit, în condițiile în care estimările actuale deja indică atingerea în 2021 a procentului de 50% din PIB datorie publică. • Calea de mijloc pentru România ar fi reprezentată de o ajustare a deficitului bugetar pe un trend de tipul 7-5-3, conform obiectivelor deja anunțate, eventual cu un plus de ambiție în funcție de revenirea creșterii economice. De exemplu, o ajustare de circa 2,5 puncte procentuale, precum cea prefigurată în bugetul pentru 2021, pare a fi în linie cu dinamica estimată a ajustărilor de la nivel european. • Una din provocările construcției bugetare pentru 2021 vizează însă gradul în care ajustarea bugetară nominală (cash și ESA) va reprezenta o ajustare consistentă și în termeni structurali, ca indiciu al unei consolidări fiscale sănătoase. • Este deja imperativă îmbunătățirea eficienței în colectarea veniturilor bugetare, printr-o administrare fiscală digitalizată, care să atragă disciplină și transparență în sistemul fiscal. Este totodată indispensabilă optimizarea cheltuielilor bugetare, prin mecanisme obiective de prioritizare și eficientizare a folosirii banilor publici. • România are nevoie de un pachet clar de reforme structurale, cu precădere în sănătate, educație și administrație, de soluții legislative în domeniul achizițiilor publice și al fondurilor europene, dar și de viziune strategică privind arhitectura sistemului financiar, ca factor esențial în susținerea marilor proiecte de investiții. • Pachetul consistent de fonduri europene din perioada de programare 2021-2027, inclusiv fondurile alocate prin Mecanismul de redresare şi rezilienţă, sunt cele mai „ieftine” şi sigure surse de finanţare a investițiilor și reformelor necesare, iar România are datoria de a exploata pe deplin aceste oportunități. • Succesul reformelor și relansarea economică vor fi influențate semnificativ de coerența deciziilor și corelarea setului de politici fiscal-bugetare și monetare, pentru susținerea în continuare a încrederii investitorilor și a mediului de afaceri. • Este esențială manifestarea unui parteneriat real între stat şi mediul de afaceri, construit pe principiile onestității, transparenţei şi dialogului, parteneriat care devine condiţie sine qua non pentru eficiența reformelor și a politicilor economice. • Măsurile de politică economică trebuie setate cu prudență, inclusiv cu gândul la o viitoare criză, pentru ca unele dintre soluțiile la criza-corona să nu potențeze cumva cauzele unei noi crize economice, întârziată poate prin apariția COVID-19. • În plan global, economia va continua să internalizeze schimbări structurale și ajustări macroeconomice, transformări digitale și ample progrese tehnologice, iar criza-corona devine astfel o lecție de adaptare și flexibilitate a economiei, în regim disruptiv.”  Citiți aici studiul comprativ https://bit.ly/2LMZxTi";"2021-01-13T12:10:38+0000";"";"";"";"{""name"": ""Partidul Na\u0163ional Liberal"", ""id"": ""181375448581167""}"
